Term,Ses,Subject,Catalog,Sec,Class Nbr,Career,Course Name,Topic Name,School,Dept,Instr ID,Class Start Date,Class End Date,Mtg Start,Mtg End,M,T,W,Th,Fri,S,Su,Bldng/Room,Enrl Cap,Wait Cap,Class Stat,Min,Max,Component
2228,S,REL, 330,01,2584,UGRD,Women and Religion,,CHSS,RELI,588,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,SH 201,20,100,Active,3.00,3.00,LEC
2228,S,FS, 445,01,2585,UGRD,"Film Theory & Criticism, Lc/Lb",,CFMA,FILM,495,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,,Th,,,,CSW 101,20,100,Active,3.00,3.00,LEC
2228,S,REL, 338,01,2586,UGRD,Asian Religions in America,,CHSS,RELI,830,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,BK 201,24,100,Active,3.00,3.00,LEC
2228,S,FS, 445,L01,2587,UGRD,"Film Theory & Criticism, Lc/Lb",,CFMA,FILM,495,8/29/22,12/17/22,4:00:00 PM,6:45:00 PM,,,,Th,,,,CSW 101,20,100,Active,3.00,3.00,LAB
2228,S,REL, 334,01,2588,UGRD,Religion and Love in World Lit,,CHSS,RELI,,8/29/22,12/17/22,,,,,,,,,,,24,100,Cancelled,3.00,3.00,LEC
2228,S,HSCI, 210,L01,2589,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,783,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,HSCI, 210,L02,2590,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,723,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,HSCI, 210,L03,2591,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,486,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,HSCI, 210,L04,2592,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,716,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,HSCI, 210,L05,2593,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,486,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,,Th,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,HSCI, 210,L06,2594,UGRD,"Human Anatomy, Lecture and Lab",,CHBS,HSK,229,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,,Th,,,,CB 120,22,0,Active,4.00,4.00,LAB
2228,S,REL, 240,01,2595,UGRD,Interfaith Lead Understd Engag,,CHSS,RELI,,8/29/22,12/17/22,,,,,,,,,,,16,100,Cancelled,3.00,3.00,LEC
2228,S,REL, 201,01,2596,UGRD,Intro to the New Testament,,CHSS,RELI,613,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,SC 303,32,100,Active,3.00,3.00,LEC
2228,S,PCST, 150,01,2597,UGRD,Intro to Peace Studies,,CHSS,PCST,1020,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,AF 211,25,100,Active,3.00,3.00,LEC
2228,S,PCST, 150,02,2598,UGRD,Intro to Peace Studies,,CHSS,PCST,634,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,SH 103,26,100,Active,3.00,3.00,LEC
2228,S,PCST, 311,01,2599,UGRD,Borders Conflict & Sovereignty,,CHSS,PCST,1020,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,SC 220B,20,100,Active,3.00,3.00,LEC
2228,S,PCST, 358,01,2600,UGRD,Islam and the West,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,27,100,Cancelled,3.00,3.00,LEC
2228,S,PCST, 120,01,2601,UGRD,Intro International Relations,,CHSS,PCST,718,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,BP 1107,24,100,Active,3.00,3.00,LEC
2228,S,PCST, 345,01,2602,UGRD,Gender in Peace and War,,CHSS,PCST,523,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,SC 220A,18,100,Active,3.00,3.00,LEC
2228,S,PCST, 383,01,2603,UGRD,"Crit Discrs, Soc Chng, Pos Pce",,CHSS,PCST,860,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,M,,W,,,,,SH 103,7,100,Active,3.00,3.00,LEC
2228,S,PCST, 240,01,2604,UGRD,Theories of Peace and Conflict,,CHSS,PCST,1020,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,BP 1107,24,100,Active,3.00,3.00,LEC
2228,S,PCST, 201,01,2605,UGRD,Research Methods: Peace Studie,,CHSS,PCST,365,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,,W,,,,,DH 107,20,100,Active,3.00,3.00,LEC
2228,S,PCST, 253,01,2606,UGRD,Mediation/Conflict Resolution,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,PCST, 453,01,2607,UGRD,Mediation/Conflict Resolution,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,PCST, 253,02,2608,UGRD,Mediation/Conflict Resolution,,CHSS,PCST,250,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,M,,,,,,,AF 206B,25,100,Active,3.00,3.00,LEC
2228,S,PCST, 329,01,2609,UGRD,Experimental Course,African Liberation Movements,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,PCST, 354,01,2610,UGRD,Non-Violent Social Change,,CHSS,PCST,523,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,BK 206,30,100,Active,3.00,3.00,LEC
2228,S,PCST, 356,01,2611,UGRD,Psych - International Conflict,,CHSS,PCST,802,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,T,,,,,,DT 004,27,100,Active,3.00,3.00,LEC
2228,S,PCST, 257,01,2612,UGRD,Model United Nations I,,CHSS,PCST,1020,8/29/22,12/17/22,1:00:00 PM,3:50:00 PM,,,,,F,,,DT 102,18,100,Active,3.00,3.00,LEC
2228,S,PCST, 453,02,2613,UGRD,Mediation/Conflict Resolution,,CHSS,PCST,250,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,M,,,,,,,AF 206B,25,100,Active,3.00,3.00,LEC
2228,S,PCST, 323,01,2614,UGRD,Law/Politics of Mass Atrocity,,CHSS,PCST,58,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,BK 107,30,100,Active,3.00,3.00,LEC
2228,S,PCST, 364,01,2615,UGRD,International Politics Mid Eas,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,35,100,Cancelled,3.00,3.00,LEC
2228,S,PCST, 120,02,2616,UGRD,Intro International Relations,,CHSS,PCST,718,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,M,,W,,,,,BK 212,35,100,Active,3.00,3.00,LEC
2228,S,PCST, 120,03,2617,UGRD,Intro International Relations,,CHSS,PCST,718,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,,W,,,,,BK 107,35,100,Active,3.00,3.00,LEC
2228,S,PCST, 120,04,2618,UGRD,Intro International Relations,,CHSS,PCST,120,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,BK 209,35,100,Active,3.00,3.00,LEC
2228,S,PCST, 120,05,2619,UGRD,Intro International Relations,,CHSS,PCST,222,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,T,,,,,,BK 107,35,100,Active,3.00,3.00,LEC
2228,S,PCST, 120,06,2620,UGRD,Intro International Relations,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,35,100,Cancelled,3.00,3.00,LEC
2228,S,REL, 200,01,2621,UGRD,Intro to the Hebrew Scriptures,,CHSS,RELI,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,CRPR, 317,01,2632,UGRD,Creative Producing & Developmt,,CFMA,FILM,177,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,KN 123,13,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,01,2633,UGRD,Intro to Visual Storytelling,,CFMA,FILM,112,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,,,F,,,DMAC 123,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,02,2634,UGRD,Intro to Visual Storytelling,,CFMA,FILM,869,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,M,,,,,,,KN 117,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,03,2635,UGRD,Intro to Visual Storytelling,,CFMA,FILM,112,8/29/22,12/17/22,10:00:00 AM,12:45:00 PM,,,,,F,,,KN 111,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,04,2636,UGRD,Intro to Visual Storytelling,,CFMA,FILM,756,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,M,,,,,,,KN 121,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,05,2637,UGRD,Intro to Visual Storytelling,,CFMA,FILM,399,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,,,F,,,BK 202,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,06,2638,UGRD,Intro to Visual Storytelling,,CFMA,FILM,284,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,,Th,,,,KN 121,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,07,2639,UGRD,Intro to Visual Storytelling,,CFMA,FILM,153,8/29/22,12/17/22,10:00:00 AM,12:45:00 PM,,,,,F,,,KN 121,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,08,2640,UGRD,Intro to Visual Storytelling,,CFMA,FILM,311,8/29/22,12/17/22,10:00:00 AM,12:45:00 PM,,,,,F,,,DMAC 123,22,100,Active,3.00,3.00,LEC
2228,S,FTV, 130,09,2641,UGRD,Intro to Visual Storytelling,,CFMA,FILM,311,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,,,F,,,KN 121,22,100,Active,3.00,3.00,LEC
2228,S,FFC, 100A,25,2642,UGRD,First Year Foundations,1st Amend: Communicate Freedom,GEN,COMM,868,8/29/22,12/17/22,4:00:00 PM,6:50:00 PM,,T,,,,,,SH 103,26,6,Active,3.00,3.00,LEC
2228,S,HSCI, 366,L01,2643,UGRD,Human Physio Part B Lec/Lab,,CHBS,HSK,229,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,CB 118,21,0,Active,4.00,4.00,LAB
2228,S,HSCI, 366,L02,2644,UGRD,Human Physio Part B Lec/Lab,,CHBS,HSK,229,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,CB 118,21,0,Active,4.00,4.00,LAB
2228,S,HSCI, 366,L03,2645,UGRD,Human Physio Part B Lec/Lab,,CHBS,HSK,229,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,,Th,,,,CB 118,21,0,Active,4.00,4.00,LAB
2228,S,HSCI, 366,L04,2646,UGRD,Human Physio Part B Lec/Lab,,CHBS,HSK,244,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,CB 118,21,0,Active,4.00,4.00,LAB
2228,S,HSCI, 366,L05,2647,UGRD,Human Physio Part B Lec/Lab,,CHBS,HSK,314,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,,Th,,,,CB 118,21,0,Active,4.00,4.00,LAB
2228,S,PHIL, 325,01,2648,UGRD,AlbertSchweitzer:Life/Thought,,COS,PHIL,,8/29/22,12/17/22,,,,,,,,,,,24,100,Cancelled,3.00,3.00,LEC
2228,S,ECON, 351,01,2650,UGRD,Intermed Macroeconomic Theory,,SBE,BUSI,789,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,BK 104,35,100,Active,3.00,3.00,LEC
2228,S,ECON, 351,02,2651,UGRD,Intermed Macroeconomic Theory,,SBE,BUSI,769,8/29/22,12/17/22,8:00:00 AM,9:15:00 AM,M,,W,,,,,WH 220,28,100,Active,3.00,3.00,LEC
2228,S,ECON, 357,01,2652,UGRD,Topics in Humanomics,(Im)morality - Market Exchange,SBE,BUSI,69,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,WH 220,30,100,Active,3.00,3.00,LEC
2228,S,ECON, 357,01,2652,UGRD,Topics in Humanomics,(Im)morality - Market Exchange,SBE,BUSI,992,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,WH 220,30,100,Active,3.00,3.00,LEC
2228,S,ECON, 411,01,2653,UGRD,International Economics,,SBE,BUSI,833,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,BK 103,35,100,Active,3.00,3.00,LEC
2228,S,ECON, 411,02,2654,UGRD,International Economics,,SBE,BUSI,833,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,M,,W,,,,,BK 103,35,100,Active,3.00,3.00,LEC
2228,S,ECON, 452,01,2655,UGRD,Econometrics,,SBE,BUSI,141,8/29/22,12/17/22,4:00:00 PM,6:50:00 PM,,,W,,,,,BK 104,48,100,Active,3.00,3.00,LEC
2228,S,ECON, 455,01,2656,UGRD,The Path to the Modern Economy,,SBE,BUSI,,8/29/22,12/17/22,,,,,,,,,,,32,100,Cancelled,3.00,3.00,LEC
2228,S,FFC, 100A,26,2657,UGRD,First Year Foundations,Meet the Beats,GEN,BUSI,19,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,WH 220,25,6,Active,3.00,3.00,LEC
2228,S,FFC, 100A,27,2658,UGRD,First Year Foundations,Meet the Beats,GEN,BUSI,19,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,,T,,Th,,,,WH 220,26,6,Active,3.00,3.00,LEC
2228,S,FTV, 140,01,2659,UGRD,Intro Film Aesthetics Lec Lab,,CFMA,FILM,970,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,KN 111,80,100,Active,3.00,3.00,LEC
2228,S,ENTR, 300,01,2660,UGRD,Entrepreneurial Finance,,SBE,BUSI,,8/29/22,12/17/22,,,,,,,,,,,35,100,Cancelled,3.00,3.00,LEC
2228,S,FTV, 140,99,2661,UGRD,Intro Film Aesthetics Lec Lab,,CFMA,FILM,,8/29/22,12/17/22,,,,,,,,,,,0,100,Cancelled,3.00,3.00,LEC
2228,S,FFC, 100A,28,2662,UGRD,First Year Foundations,Ambition/Meanings of Success,GEN,ESI,197,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,WH 220,30,6,Active,3.00,3.00,LEC
2228,S,FFC, 100A,28,2662,UGRD,First Year Foundations,Ambition/Meanings of Success,GEN,ESI,360,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,WH 220,30,6,Active,3.00,3.00,LEC
2228,S,ENTR, 310,01,2663,UGRD,Successfully Start New Busines,,SBE,BUSI,580,8/29/22,12/17/22,4:00:00 PM,6:50:00 PM,,,W,,,,,ELB 101,25,100,Active,3.00,3.00,LEC
2228,S,ENTR, 310,02,2664,UGRD,Successfully Start New Busines,,SBE,BUSI,451,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,ELB 101,35,100,Active,3.00,3.00,LEC
2228,S,ENTR, 310,03,2665,UGRD,Successfully Start New Busines,,SBE,BUSI,582,8/29/22,12/17/22,1:00:00 PM,3:50:00 PM,M,,,,,,,ELB 101,35,100,Active,3.00,3.00,LEC
2228,S,FTV, 140,03,2666,UGRD,Intro Film Aesthetics Lec Lab,,CFMA,FILM,384,8/29/22,12/17/22,4:00:00 PM,6:45:00 PM,,,,Th,,,,KN 111,25,100,Active,3.00,3.00,LEC
2228,S,FTV, 140,02,2667,UGRD,Intro Film Aesthetics Lec Lab,,CFMA,FILM,646,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,M,,,,,,,KN 111,80,100,Active,3.00,3.00,LEC
2228,S,FFC, 100A,29,2668,UGRD,First Year Foundations,,GEN,GENE,,8/29/22,12/17/22,,,,,,,,,,,25,3,Cancelled,3.00,3.00,LEC
2228,S,FTV, 381,01,2669,UGRD,Higher Ground,,CFMA,FILM,122,8/29/22,12/17/22,3:30:00 PM,6:15:00 PM,,T,,,,,,OFF CAMPUS,15,100,Active,3.00,3.00,LEC
2228,S,ENTR, 315,01,2670,UGRD,Protecting Ideas & Innovation,,SBE,BUSI,582,8/29/22,12/17/22,4:00:00 PM,6:50:00 PM,M,,,,,,,ELB 101,35,100,Active,3.00,3.00,LEC
2228,S,FTV, 377,01,2673,UGRD,Agents and Managers,,CFMA,FILM,62,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,,Th,,,,DMAC 123,36,100,Active,3.00,3.00,LEC
2228,S,FP, 457,01,2677,UGRD,Concept Art/Illustration Film,,CFMA,FILM,,8/29/22,12/17/22,,,,,,,,,,,15,100,Cancelled,3.00,3.00,LEC
2228,S,FFC, 100D,13,2679,UGRD,First Year Foundations: Engage,Utopia in Film and Fiction,GEN,PHIL,522,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,WH 220,25,6,Active,3.00,3.00,LEC
2228,S,PHIL, 357,01,2680,UGRD,Topics in Humanomics,(Im)morality of Market Exchng,COS,PHIL,69,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,WH 220,30,100,Active,3.00,3.00,LEC
2228,S,PHIL, 357,01,2680,UGRD,Topics in Humanomics,(Im)morality of Market Exchng,COS,PHIL,992,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,WH 220,30,100,Active,3.00,3.00,LEC
2228,S,FP, 459,01,2682,UGRD,Digital Prod Design Studio II,,CFMA,FILM,660,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,,Th,,,,KN 265,15,100,Active,3.00,3.00,LEC
2228,S,DANC, 113,01,2683,UGRD,Dance Performance,Fall Dance Concert,COPA,DANC,239,8/29/22,12/17/22,,,,,,,,,,,100,0,Active,1.00,1.00,PW
2228,S,DANC, 113,01,2683,UGRD,Dance Performance,Fall Dance Concert,COPA,DANC,585,8/29/22,12/17/22,,,,,,,,,,,100,0,Active,1.00,1.00,PW
2228,S,PRA, 219,01,2684,UGRD,Prin of Entertainmnt Marketing,,CFMA,FILM,,8/29/22,12/17/22,,,,,,,,,,,24,100,Cancelled,3.00,3.00,LEC
2228,S,PRA, 230,01,2685,UGRD,Principles of Advertising,,CFMA,FILM,329,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,M,,W,,,,,DMAC 102,24,100,Active,3.00,3.00,LEC
2228,S,DANC, 313,01,2686,UGRD,Dance Performance,Fall Dance Concert,COPA,DANC,239,8/29/22,12/17/22,,,,,,,,,,,100,0,Active,1.00,1.00,PW
2228,S,DANC, 313,01,2686,UGRD,Dance Performance,Fall Dance Concert,COPA,DANC,585,8/29/22,12/17/22,,,,,,,,,,,100,0,Active,1.00,1.00,PW
2228,S,PRA, 230,02,2687,UGRD,Principles of Advertising,,CFMA,FILM,329,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,KN 121,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 231,01,2688,UGRD,Principles of Public Relations,,CFMA,FILM,528,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,DMAC 102,27,100,Active,3.00,3.00,LEC
2228,S,ENG, 204,08,2689,UGRD,Intro To Creative Writing,,CHSS,ENGL,283,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,SC 220A,15,100,Active,3.00,3.00,LEC
2228,S,PRA, 245,01,2690,UGRD,Res/Strat Plan for Adv & PR,,CFMA,FILM,699,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,DMAC 102,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 271,01,2691,UGRD,Storytelling for Business,,CFMA,FILM,528,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,KN 121,24,100,Active,3.00,3.00,LEC
2228,S,FFC, 100A,30,2692,UGRD,First Year Foundations,Moonshots and Epic Fails,GEN,BUSI,423,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,WH 220,30,6,Active,3.00,3.00,LEC
2228,S,FFC, 100A,30,2692,UGRD,First Year Foundations,Moonshots and Epic Fails,GEN,BUSI,667,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,WH 220,30,6,Active,3.00,3.00,LEC
2228,S,PRA, 273,01,2693,UGRD,Student Advertising Agency I,,CFMA,FILM,699,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,M,,,,,,,KN 111,30,100,Active,3.00,3.00,LEC
2228,S,PRA, 473,01,2694,UGRD,Student Advertising Agency I,,CFMA,FILM,699,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,M,,,,,,,KN 111,30,100,Active,3.00,3.00,LEC
2228,S,PRA, 305,01,2695,UGRD,Design Strategy,,CFMA,FILM,323,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,M,,,,,,,SH 102,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 305,02,2696,UGRD,Design Strategy,,CFMA,FILM,323,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,W,,,,,SH 103,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 343,01,2697,UGRD,Media Relations,,CFMA,FILM,681,8/29/22,12/17/22,4:00:00 PM,6:45:00 PM,M,,,,,,,KN 132,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 344,01,2698,UGRD,Media Planning and Buying,,CFMA,FILM,656,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,,Th,,,,DT 002,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 354,01,2699,UGRD,Sports Public Relations,,CFMA,FILM,540,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,BP 1106,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 370,01,2700,UGRD,Digital Marketing,,CFMA,FILM,329,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,W,,,,,KN 121,18,100,Active,3.00,3.00,LEC
2228,S,PRA, 370,02,2701,UGRD,Digital Marketing,,CFMA,FILM,699,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,KN 121,18,100,Active,3.00,3.00,LEC
2228,S,PRA, 371,01,2702,UGRD,Writing for Public Relations,,CFMA,FILM,528,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,M,,W,,,,,DMAC 102,20,100,Active,3.00,3.00,LEC
2228,S,PRA, 419,01,2703,UGRD,Entertainment Marketing Campai,,CFMA,FILM,684,8/29/22,12/17/22,1:00:00 PM,3:45:00 PM,,,W,,,,,CSW 101,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 420,01,2704,UGRD,Producing Commercials,,CFMA,FILM,59,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,M,,,,,,,DMAC 102,25,100,Active,3.00,3.00,LEC
2228,S,DANC, 130,01,2705,UGRD,Hip Hop,,COPA,DANC,533,8/29/22,12/17/22,9:00:00 AM,9:50:00 AM,,T,,Th,,,,CPH 104,22,100,Active,0.50,0.50,ACT
2228,S,PRA, 461,01,2706,UGRD,Case Studies in Advertising,,CFMA,FILM,656,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,T,,,,,,SC 127,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 470,01,2707,UGRD,Public Relations Case Studies,,CFMA,FILM,681,8/29/22,12/17/22,4:00:00 PM,6:45:00 PM,,,,Th,,,,DMAC 102,24,100,Active,3.00,3.00,LEC
2228,S,PRA, 498,01,2708,UGRD,Public Relations Campaigns,,CFMA,FILM,681,8/29/22,12/17/22,7:00:00 PM,9:45:00 PM,,,W,,,,,KN 121,24,100,Active,3.00,3.00,LEC
2228,S,DANC, 130,02,2709,UGRD,Hip Hop,,COPA,DANC,533,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,,T,,Th,,,,CPH 104,22,100,Active,0.50,0.50,ACT
2228,S,DANC, 132,01,2710,UGRD,Modern Dance,,COPA,DANC,677,8/29/22,12/17/22,2:30:00 PM,3:50:00 PM,M,,W,,,,,CPH 103,22,100,Active,1.00,1.00,ACT
2228,S,ENTR, 335,01,2711,UGRD,Customer Acquisition & Insight,,SBE,BUSI,463,8/29/22,12/17/22,1:00:00 PM,3:50:00 PM,,,W,,,,,ELB 101,35,100,Active,3.00,3.00,LEC
2228,S,DANC, 132,02,2712,UGRD,Modern Dance,,COPA,DANC,677,8/29/22,12/17/22,4:00:00 PM,5:20:00 PM,M,,W,,,,,CPH 103,22,100,Active,1.00,1.00,ACT
2228,S,ENTR, 400,01,2713,UGRD,Managing/Scaling-Up Ops Strtup,,SBE,BUSI,,8/29/22,12/17/22,,,,,,,,,,,35,100,Cancelled,3.00,3.00,LEC
2228,S,ENTR, 410,01,2714,UGRD,Entrepreneurship & Venture Cap,,SBE,BUSI,386,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,M,,,,,,,ELB 101,35,100,Active,3.00,3.00,LEC
2228,S,ENTR, 415,01,2715,UGRD,Entrepreneurial Failure,,SBE,BUSI,,8/29/22,12/17/22,,,,,,,,,,,35,100,Cancelled,3.00,3.00,LEC
2228,S,ENTR, 495,01,2716,UGRD,Special Topics Entrepreneurshp,Sports & Entertainment Mktg,SBE,BUSI,980,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,BK 101,10,100,Active,3.00,3.00,LEC
2228,S,ENTR, 495,02,2717,UGRD,Special Topics Entrepreneurshp,Sports & Entertainment Mktg,SBE,BUSI,980,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,BK 107,6,100,Active,3.00,3.00,LEC
2228,S,ENTR, 495,03,2718,UGRD,Special Topics Entrepreneurshp,Sports & Entertainment Mktg,SBE,BUSI,425,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,BK 206,8,100,Active,3.00,3.00,LEC
2228,S,MUS, 130,01,2719,UGRD,Fundamentals of Aural Skills,,COPA,MUSI,,8/29/22,12/17/22,,,,,,,,,,,21,0,Cancelled,2.00,2.00,LEC
2228,S,MUS, 133,01,2720,UGRD,Theory I,,COPA,MUSI,626,8/29/22,12/17/22,9:00:00 AM,9:50:00 AM,M,,W,,F,,,BH 124,20,0,Active,2.00,2.00,LEC
2228,S,MUS, 133,02,2721,UGRD,Theory I,,COPA,MUSI,25,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,BH 124,20,0,Active,2.00,2.00,LEC
2228,S,MUS, 133,03,2722,UGRD,Theory I,,COPA,MUSI,626,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,BH 124,20,0,Active,2.00,2.00,LEC
2228,S,MUS, 133,04,2723,UGRD,Theory I,,COPA,MUSI,,8/29/22,12/17/22,,,,,,,,,,,20,0,Cancelled,2.00,2.00,LEC
2228,S,MUS, 135,01,2724,UGRD,Aural Skills I,,COPA,MUSI,407,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,BH 124,20,0,Active,1.00,1.00,LEC
