Term,Ses,Subject,Catalog,Sec,Class Nbr,Career,Course Name,Topic Name,School,Dept,Instr ID,Class Start Date,Class End Date,Mtg Start,Mtg End,M,T,W,Th,Fri,S,Su,Bldng/Room,Enrl Cap,Wait Cap,Class Stat,Min,Max,Component
2228,S,CPSC, 330L,02,1408,UGRD,Lab - Digital Logic Design I,,SENG,EECS,292,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,,,,,F,,,KC 153,31,0,Active,1.00,1.00,LAB
2228,S,CPSC, 340,01,1409,UGRD,Game Development,,SENG,EECS,560,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,KC 153,28,100,Active,3.00,3.00,LEC
2228,S,CPSC, 344,01,1410,UGRD,Level Design II,,SENG,EECS,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,CPSC, 349,01,1411,UGRD,Human Factors,,SENG,EECS,113,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,KC 153,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 350,01,1412,UGRD,Data Structures and Algorithms,,SENG,EECS,375,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,KC 156,24,100,Active,3.00,3.00,LEC
2228,S,CPSC, 350,02,1413,UGRD,Data Structures and Algorithms,,SENG,EECS,593,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,KC 153,24,100,Active,3.00,3.00,LEC
2228,S,CPSC, 350,03,1414,UGRD,Data Structures and Algorithms,,SENG,EECS,593,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,KC 153,24,100,Active,3.00,3.00,LEC
2228,S,CPSC, 351,01,1415,UGRD,Computer Architecture I,,SENG,EECS,812,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,KC N214,22,100,Active,3.00,3.00,LEC
2228,S,CPSC, 351,02,1416,UGRD,Computer Architecture I,,SENG,EECS,812,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,KC N214,22,100,Active,3.00,3.00,LEC
2228,S,CPSC, 353,01,1417,UGRD,Data Comm/Computer Networks,,SENG,EECS,140,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,CPSC, 353,02,1418,UGRD,Data Comm/Computer Networks,,SENG,EECS,140,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,CPSC, 354,01,1419,UGRD,Programming Languages,,SENG,EECS,885,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 354,02,1420,UGRD,Programming Languages,,SENG,EECS,885,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,KC 153,25,100,Active,3.00,3.00,LEC
2228,S,CENG, 298,11,1421,UGRD,Computer Engineering Colloq,Machine Learning Grand Challen,SENG,EECS,593,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,,,,,,KC 156,26,100,Active,1.00,1.00,LEC
2228,S,CPSC, 298,12,1422,UGRD,Computer Science Colloquium,Technical Debt Mitigation,SENG,EECS,909,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,,,W,,,,,KC 156,24,100,Active,1.00,1.00,LEC
2228,S,CENG, 298,12,1423,UGRD,Computer Engineering Colloq,Technical Debt Mitigation,SENG,EECS,909,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,,,W,,,,,KC 156,24,100,Active,1.00,1.00,LEC
2228,S,CPSC, 355,01,1424,UGRD,Human Computer Interaction,,SENG,EECS,322,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,Th,,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 358,01,1425,UGRD,Assistive Technology,,SENG,EECS,113,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 366,01,1426,UGRD,Digital Logic Design II,,SENG,EECS,292,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,KC N216,20,100,Active,3.00,3.00,LEC
2228,S,MATH, 109,01,1427,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,353,8/29/22,12/17/22,8:00:00 AM,8:50:00 AM,M,,W,,F,,,BK 204,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,02,1428,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,353,8/29/22,12/17/22,9:00:00 AM,9:50:00 AM,M,,W,,F,,,BK 204,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,03,1429,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,971,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,BK 204,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,04,1430,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,971,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,BK 204,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,05,1431,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,508,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,M,,W,,,,,SC 109,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,06,1432,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,353,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,BK 205,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,07,1433,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,878,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,AF 206B,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,08,1434,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,878,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,,T,,Th,,,,AF 206B,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,09,1435,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,508,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,,T,,Th,,,,AF 206B,30,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,10,1436,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,353,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,ONLINE TBA,35,7,Active,3.00,3.00,LEC
2228,S,MATH, 109,11,1437,UGRD,Calc With App in Bus/Soc Sci,,COS,MATH,353,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,,T,,Th,,,,ONLINE TBA,35,7,Active,3.00,3.00,LEC
2228,S,EDUC, 471,01,1438,UGRD,Educ Diverse Learnrs Inclsv Cl,,CES,EDUC,340,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,M,,,,,,,DT 002,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 366L,01,1440,UGRD,Lab - Digital Logic Design II,,SENG,EECS,292,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,,,,,,KC N216,20,100,Active,1.00,1.00,LAB
2228,S,CPSC, 380,01,1445,UGRD,Operating Systems,,SENG,EECS,371,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,CPSC, 380,02,1450,UGRD,Operating Systems,,SENG,EECS,371,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,M,,W,,,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,MACI, 312,01,1464,UGRD,Contextual Teach and Learn Sci,,CES,EDUC,462,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,SH 206,24,100,Active,3.00,3.00,LEC
2228,S,MACI, 313,01,1465,UGRD,Tch Hist/Soc Stu Diverse Lrnrs,,CES,EDUC,49,8/29/22,12/17/22,5:30:00 PM,6:45:00 PM,,T,,Th,,,,RH 001,24,100,Active,3.00,3.00,LEC
2228,S,MACI, 464,01,1466,UGRD,Eng Lang Acq & Issues Diversty,,CES,EDUC,832,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,BP 1106,24,100,Active,3.00,3.00,LEC
2228,S,CPSC, 390,01,1497,UGRD,Artificial Intelligence,,SENG,EECS,722,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,KC 153,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 392,01,1498,UGRD,Introduction to Data Science,,SENG,EECS,400,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 392,02,1499,UGRD,Introduction to Data Science,,SENG,EECS,400,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 392,03,1500,UGRD,Introduction to Data Science,,SENG,EECS,400,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,KC 130,25,100,Active,3.00,3.00,LEC
2228,S,CPSC, 406,01,1501,UGRD,Algorithm Analysis,,SENG,EECS,,8/29/22,12/17/22,,,,,,,,,,,25,100,Cancelled,3.00,3.00,LEC
2228,S,CPSC, 408,01,1502,UGRD,Database Management,,SENG,EECS,788,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,KC 130,28,100,Active,3.00,3.00,LEC
2228,S,PHYS, 229,01,1503,UGRD,Experimental Course,What is Physics?,COS,PHYZ,,8/29/22,12/17/22,,,,,,,,,,,20,10,Cancelled,1.00,1.00,LEC
2228,S,CPSC, 360,01,1504,UGRD,Computer Graphics,,SENG,EECS,,8/29/22,12/17/22,,,,,,,,,,,35,0,Cancelled,3.00,3.00,LEC
2228,S,HON, 280,01,1505,UGRD,Honors Forum,,GEN,HNRS,183,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,01,1505,UGRD,Honors Forum,,GEN,HNRS,255,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,01,1505,UGRD,Honors Forum,,GEN,HNRS,256,8/29/22,12/17/22,10:00:00 AM,10:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,02,1506,UGRD,Honors Forum,,GEN,HNRS,183,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,02,1506,UGRD,Honors Forum,,GEN,HNRS,255,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,02,1506,UGRD,Honors Forum,,GEN,HNRS,256,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,03,1507,UGRD,Honors Forum,,GEN,HNRS,183,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,03,1507,UGRD,Honors Forum,,GEN,HNRS,255,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,HON, 280,03,1507,UGRD,Honors Forum,,GEN,HNRS,256,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,W,,F,,,DH 107,18,0,Active,3.00,3.00,LEC
2228,S,CPSC, 393,01,1508,UGRD,Machine Learning,,SENG,EECS,378,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,CPSC, 408,02,1509,UGRD,Database Management,,SENG,EECS,186,8/29/22,12/17/22,7:00:00 PM,8:15:00 PM,M,,W,,,,,KC 156,28,100,Active,3.00,3.00,LEC
2228,S,HON, 498,01,1510,UGRD,Honors Capstone Seminar,,GEN,HNRS,256,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,HON, 498,02,1511,UGRD,Honors Capstone Seminar,,GEN,HNRS,256,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,M,,W,,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,HON, 326,01,1512,UGRD,Writing Food Culture,,GEN,HNRS,730,8/29/22,12/17/22,12:00:00 PM,12:50:00 PM,M,,W,,F,,,DT 105,15,0,Active,3.00,3.00,LEC
2228,S,HON, 376,01,1513,UGRD,Sustainability in Unsus Struct,,GEN,HNRS,,8/29/22,12/17/22,,,,,,,,,,,15,0,Cancelled,3.00,3.00,LEC
2228,S,HON, 308,01,1514,UGRD,Consciousness and Cognition,,GEN,HNRS,,8/29/22,12/17/22,,,,,,,,,,,15,0,Cancelled,3.00,3.00,LEC
2228,S,HON, 328,01,1515,UGRD,Elder Law and Juvenile Law,,GEN,HNRS,416,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,M,,W,,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,HON, 207,01,1516,UGRD,Darwin's Ev. Theory: Sci & Con,,GEN,HNRS,213,8/29/22,12/17/22,10:00:00 AM,11:15:00 AM,,T,,Th,,,,DT 105,15,0,Active,3.00,3.00,LEC
2228,S,EENG, 300,01,1517,UGRD,Electronics and Circuits II,,SENG,EECS,415,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,KC N216,20,100,Active,3.00,3.00,LEC
2228,S,HON, 286,01,1518,UGRD,Origins,,GEN,HNRS,575,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,DT 105,15,0,Active,3.00,3.00,LEC
2228,S,HON, 319,01,1519,UGRD,Dinosaurs: In Science & Media,,GEN,HNRS,575,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,DT 105,15,0,Active,3.00,3.00,LEC
2228,S,HON, 210,01,1520,UGRD,Monsters and Monstrosities,,GEN,HNRS,506,8/29/22,12/17/22,11:30:00 AM,12:45:00 PM,,T,,Th,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,HON, 338,01,1521,UGRD,ThanaTourism: Traveling the,,GEN,HNRS,506,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,Th,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,EENG, 300L,01,1522,UGRD,Lab-Electronics & Circuits II,,SENG,EECS,415,8/29/22,12/17/22,11:00:00 AM,11:50:00 AM,,,W,,,,,KC N216,20,100,Active,1.00,1.00,LAB
2228,S,EENG, 330,01,1523,UGRD,Electromagnetics I,,SENG,EECS,172,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,KC 153,20,100,Active,3.00,3.00,LEC
2228,S,HON, 224,01,1524,UGRD,"Shakespeare, Race, Ethnicity",,GEN,HNRS,,8/29/22,12/17/22,,,,,,,,,,,15,0,Cancelled,3.00,3.00,LEC
2228,S,HON, 392,01,1525,UGRD,Adventures in Cosmologies,,GEN,HNRS,317,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,T,,Th,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,HON, 209,01,1526,UGRD,"Death, Self and Society",,GEN,HNRS,317,8/29/22,12/17/22,4:00:00 PM,5:15:00 PM,,T,,Th,,,,DH 107,15,0,Active,3.00,3.00,LEC
2228,S,POSC, 392,01,1527,UGRD,Law & Policy of Water Res Mgmt,,CHSS,POLI,571,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,T,,,,,,SC 109,20,100,Active,3.00,3.00,LEC
2228,S,PHYS, 145,1,1528,UGRD,Intro to Apps in Comp Sci,,COS,PHYZ,251,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,M,,W,,,,,LL B16,0,0,Active,3.00,3.00,LEC
2228,S,PSY, 484,01,1529,UGRD,The Psy of Bias & Hate Crimes,,CHBS,PSYC,420,8/29/22,12/17/22,7:00:00 PM,9:50:00 PM,,,W,,,,,DT 003,25,100,Active,3.00,3.00,LEC
2228,S,BCHM, 335,L01,1530,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,748,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 281,14,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L02,1531,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,748,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,KC 281,12,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L03,1532,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,397,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 281,12,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L04,1533,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,397,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,KC 281,12,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L05,1534,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,397,8/29/22,12/17/22,8:00:00 AM,11:50:00 AM,,,,Th,,,,KC 281,10,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L06,1535,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,748,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,,Th,,,,KC 281,12,0,Active,4.00,4.00,LAB
2228,S,BCHM, 335,L07,1536,UGRD,Biochem I-Biomolecules Lec/Lab,,COS,CHEM,748,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,,Th,,,,KC 281,16,0,Active,4.00,4.00,LAB
2228,S,CHEM, 140L,L01,1537,UGRD,General Chemistry I Lab,,COS,CHEM,204,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,KC 335,16,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L02,1538,UGRD,General Chemistry I Lab,,COS,CHEM,448,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,KC 337,20,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L03,1539,UGRD,General Chemistry I Lab,,COS,CHEM,514,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,M,,,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L04,1540,UGRD,General Chemistry I Lab,,COS,CHEM,80,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,M,,,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L05,1541,UGRD,General Chemistry I Lab,,COS,CHEM,181,8/29/22,12/17/22,8:00:00 AM,11:50:00 AM,,T,,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,ENGR, 101,01,1542,UGRD,Foundatns Design & Fabrication,,SENG,EECS,818,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,W,,,,,KC N214,16,100,Active,3.00,3.00,HY
2228,S,ENGR, 101,01,1542,UGRD,Foundatns Design & Fabrication,,SENG,EECS,,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,,,F,,,ONLINE TBA,16,100,Active,3.00,3.00,HY
2228,S,CHEM, 140L,L06,1543,UGRD,General Chemistry I Lab,,COS,CHEM,514,8/29/22,12/17/22,8:00:00 AM,11:50:00 AM,,T,,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L07,1544,UGRD,General Chemistry I Lab,,COS,CHEM,944,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L08,1545,UGRD,General Chemistry I Lab,,COS,CHEM,945,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L09,1546,UGRD,General Chemistry I Lab,,COS,CHEM,772,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L10,1547,UGRD,General Chemistry I Lab,,COS,CHEM,945,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L11,1548,UGRD,General Chemistry I Lab,,COS,CHEM,820,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L12,1549,UGRD,General Chemistry I Lab,,COS,CHEM,448,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L13,1550,UGRD,General Chemistry I Lab,,COS,CHEM,772,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L14,1551,UGRD,General Chemistry I Lab,,COS,CHEM,80,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L15,1552,UGRD,General Chemistry I Lab,,COS,CHEM,181,8/29/22,12/17/22,8:00:00 AM,11:50:00 AM,,,,Th,,,,KC 335,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L16,1553,UGRD,General Chemistry I Lab,,COS,CHEM,204,8/29/22,12/17/22,8:00:00 AM,11:50:00 AM,,,,Th,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L17,1554,UGRD,General Chemistry I Lab,,COS,CHEM,944,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,,Th,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 140L,L18,1555,UGRD,General Chemistry I Lab,,COS,CHEM,6,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,,Th,,,,KC 337,22,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L01,1556,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,469,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L01,1556,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,643,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L02,1557,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,210,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,M,,,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,ENGR, 101,02,1558,UGRD,Foundatns Design & Fabrication,,SENG,EECS,172,8/29/22,12/17/22,2:30:00 PM,3:45:00 PM,,,W,,,,,KC N214,19,100,Active,3.00,3.00,HY
2228,S,ENGR, 101,02,1558,UGRD,Foundatns Design & Fabrication,,SENG,EECS,,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,,,F,,,ONLINE TBA,19,100,Active,3.00,3.00,HY
2228,S,CHEM, 230L,L03,1559,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,739,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,M,,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L04,1560,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,210,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,M,,,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L05,1561,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,,8/29/22,12/17/22,,,,,,,,,,,14,100,Cancelled,1.00,1.00,LAB
2228,S,CHEM, 230L,L06,1562,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,330,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L06,1562,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,469,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L06,1562,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,771,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,ENGR, 101,03,1563,UGRD,Foundatns Design & Fabrication,,SENG,EECS,306,8/29/22,12/17/22,8:30:00 AM,9:45:00 AM,,T,,,,,,KC N214,19,100,Active,3.00,3.00,HY
2228,S,ENGR, 101,03,1563,UGRD,Foundatns Design & Fabrication,,SENG,EECS,,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,,,F,,,ONLINE TBA,19,100,Active,3.00,3.00,HY
2228,S,CHEM, 230L,L07,1564,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,482,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L07,1564,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,330,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,T,,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L08,1565,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,330,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L08,1565,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,482,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,T,,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L09,1566,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,771,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,ENGR, 101,04,1567,UGRD,Foundatns Design & Fabrication,,SENG,EECS,915,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,T,,,,,,KC N214,19,100,Active,3.00,3.00,HY
2228,S,ENGR, 101,04,1567,UGRD,Foundatns Design & Fabrication,,SENG,EECS,,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,,,F,,,ONLINE TBA,19,100,Active,3.00,3.00,HY
2228,S,CHEM, 230L,L10,1568,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,469,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L10,1568,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,643,8/29/22,12/17/22,1:00:00 PM,4:50:00 PM,,,W,,,,,KC 379,14,100,Active,1.00,1.00,LAB
2228,S,CHEM, 230L,L11,1569,UGRD,Organic Chemistry I Laboratory,,COS,CHEM,739,8/29/22,12/17/22,6:00:00 PM,9:50:00 PM,,,W,,,,,KC 377,14,100,Active,1.00,1.00,LAB
2228,S,ENGR, 101,05,1570,UGRD,Foundatns Design & Fabrication,,SENG,EECS,915,8/29/22,12/17/22,1:00:00 PM,2:15:00 PM,,,,Th,,,,KC N214,19,100,Active,3.00,3.00,HY
